"ori","agency","weight","tot"
"VA0320000","FLUVANNA CO SO PALMYRA",5.86157240335873,4
"LA0610000","WEST BATON ROUGE CO SO PORT ALLEN",5.86217547159903,4
"OH0431300","WILLOUGHBY HILLS",5.86382789863904,4
"WV0300000","MINGO CO SO WILLIAMSON",5.86713726790192,4
"UT0061100","CLINTON PD",5.8701241917079,4
"VA0360000","GLOUCESTER CO SO GLOUCESTER",5.87219430639514,4
"MS0450400","MADISON PD MADISON",5.87260949081642,4
"WI0030000","BARRON CO SO BARRON",5.87294584853298,4
"WI0590100","SHAWANO PD",5.87326515876567,4
"AL0610200","TALLADEGA PD",5.87452346903022,4
"IN0650100","MOUNT VERNON PD",5.87554653566577,4
"TX0190000","BOWIE CO SO TEXARKANA",5.8776036684498,4
"AZ0131100","PRESCOTT VALLEY PD PRESCOTT VALLEY",5.87791070506792,4
"GA0440100","DECATUR PD",5.8802766147075,4
"MDMSP4500",NA,5.88032120259475,4
"GA0100100","NASHVILLE PD",5.88043527720726,4
"IA0620100","OSKALOOSA PD",5.88053635273338,4
"CA0430500","LOS ALTOS PD",5.88135351871964,4
"TX0430200","CELINA PD",5.88551555413444,4
"AR0560100","MARKED TREE PD",5.88838141243232,4
"NH0040600","BERLIN PD",5.88936474919373,4
"MI1801800","SP: CLARE COUNTY",5.89245611848714,4
"MI6160500","MUSKEGON TWP PD MUSKEGON",5.89245846658131,4
"KS0700100","OSAGE CITY PD",5.89331611991215,4
"WI0630000","VERNON CO SO VIROQUA",5.89360311251087,4
"OK0580000","OTTAWA",5.89713639540597,4
"NC0050000","ASHE CO SO JEFFERSON",5.89731967017367,4
"IL0165900","LANSING PD",5.90046933368513,4
"MI6346500","HAZEL PARK PD",5.90153678865002,4
"SC0040500","WILLIAMSTON PD",5.90158700535249,4
"WA0080000","COWLITZ CO SO KELSO",5.90217565701498,4
"NC0110600","WOODFIN PD ASHEVILLE",5.90249146532908,4
"UT0110100","CEDAR CITY PD",5.90258144625473,4
"MN0600000","POLK CO SO CROOKSTON",5.90348689713122,4
"OR0050400","SCAPPOOSE",5.91348788472015,4
"KS0630100","COFFEYVILLE PD",5.91642153242868,4
"MO0750000","OREGON",5.91853034673552,4
"NY0110000","CORTLAND CO SHERIFF'S DEPARTMENT CORTLAND",5.91970104963259,4
"IL0990500","CRETE PD",5.92055852547733,4
"VT0010200","MIDDLEBURY PD",5.92071823906102,4
"IL0670000","MONROE CO SO WATERLOO",5.9220299769676,4
"MO1130600","ROGERSVILLE",5.92345609487137,4
"CA030360X","DANA POINT",5.92462300104197,4
"MO0830200","PLATTE CITY",5.92884484878736,4
"TN0370400","CHURCH HILL PD",5.93107265169149,4
"OH0810100","VAN WERT",5.93339701631203,4
"OH0185000","SOUTH EUCLID",5.93414099825668,4
"ND0080000","BURLEIGH CO SO BISMARCK",5.93423242780776,4
"NH0100600","CLAREMONT PD",5.93649881998291,4
"CT0013700","STONINGTON PD",5.93716197495673,4
"NY0250000","LIVINGSTON CO SHERIFF'S DEPARTMENT GENESEO",5.93720849954337,4
"WA0271100","STEILACOOM PD",5.93753575407949,4
"VA0460200","WINDSOR",5.94000685908912,4
"CO0410000","MOFFAT",5.94055090533263,3
"IL0163300","EVERGREEN PARK PD",5.94290415986968,4
"NC0920400","FUQUAY-VARINA PD",5.94295956664471,4
"AL0020300","CHICKASAW PD",5.94518247152845,4
"AR0270100","SHERIDAN PD",5.95164698569244,4
"WI0480300","PRESCOTT PD",5.95292181331708,3
"MO0700000","MONTGOMERY",5.95739297900634,4
"IN0710300","WALKERTON PD",5.95774978190322,4
"MO0390500","BATTLEFIELD",5.95804614331509,4
"NY0465400","ROTTERDAM TOWN PD SCHENECTADY",5.96005378862025,4
"AR0150100","MORRILTON PD",5.96036778743328,4
"WI0410200","BROWN DEER PD",5.96074175763583,4
"IL0167300","NILES PD",5.96420265396032,4
"AL0010300","MOUNTAIN BROOK PD",5.96700667878446,4
"MI7655800","MARLETTE PD",5.97240919018788,4
"IN0430100","WARSAW PD",5.97315008078371,4
"MA0112600","WESTWOOD PD",5.98137461141469,4
"KYKSP1500","SP COLUMBIA",5.98570804153944,4
"MI6362800","OAK PARK PD",5.98622127189566,4
"TNTHP0100","DEPARTMENT OF SAFETY",5.98908506939823,4
"MI2412400","EMMET CO SO PETOSKEY",5.98967934560713,4
"OK0402300","POCOLA",5.99038117460781,4
"OH0250400","GAHANNA",5.99048255262174,4
"PA057SP00","SP: SULLIVAN COUNTY",5.99318942300487,4
"SD0510000","PENNINGTON CO SO RAPID CITY",5.99371819020513,4
"AR0160400","BAY PD",6.00249664169277,4
"CO0260100","GUNNISON",6.00562051909834,4
"MA0051000","HAMILTON PD",6.0065870583146,4
"TX0470100","COMANCHE PD",6.01251396042603,4
"TN0070100","JELLICO PD",6.01345383748213,4
"OH0780300","LIBERTY TOWNSHIP",6.01414414043483,4
"MO0500800","HERCULANEUM",6.01827327237442,4
"TN0580500","KIMBALL PD",6.01847360047209,4
"WI0520700","MOUNT PLEASANT VILLAGE POLICE DEPARTMENT",6.01987680409653,4
"MI4745100","HAMBURG TOWNSHIP PD HAMBURG",6.02094933188354,4
"OK0670000","SEMINOLE",6.02190623370896,4
"TX1011700","SEABROOK PD",6.02426129453976,4
"IL0169900","ROSEMONT DEPT OF PUBLIC SAFETY ROSEMONT",6.02843018775422,3
"KY0591900","INDEPENDENCE PD",6.03087421535239,3
"AR0130000","CLEVELAND CO SO RISON",6.03566925028619,4
"MI5596800","HANNAHVILLE TRIBAL POLICE DEPT WILSON",6.03756522953078,4
"AL0400200","VERNON PD",6.04874215988003,4
"IL0991100","PLAINFIELD PD",6.05097835443186,4
"MDMSP4700","STATE POLICE, PRINCESS ANNE",6.05911818872949,4
"GA1150100","CEDARTOWN PD",6.0655639183373,4
"MDMSP2200",NA,6.0657980062594,4
"NY0180100","BATAVIA CITY PD BATAVIA",6.06911699485116,3
"VA0390000","GREENE CO SO STANARDSVILLE",6.06959405435543,4
"GA0950000","MCINTOSH CO SO DARIEN",6.07230312523314,4
"MN0660200","NORTHFIELD PD",6.07249084992965,4
"MO0240900","PLEASANT VALLEY",6.07261032717239,4
"MO0620100","FREDERICKTOWN",6.07416861040749,4
"LA0340000","MOREHOUSE PARISH SHERIFF'S OFFICE",6.07748398138218,4
"CT0016100","WILTON PD",6.07821082892235,4
"MS0230200","BAY ST LOUIS PD",6.07837998889045,4
"RI0020100","COVENTRY PD",6.07945277782731,4
"AR0580200","ATKINS PD",6.08579660534866,4
"AL0520700","TRINITY PD",6.08630124354408,4
"MN0600100","CROOKSTON PD",6.08866913375567,4
"MI8158400","MILAN PD",6.08896172302948,4
"OK0410000","LINCOLN",6.09257475093476,4
"TX0720200","STEPHENVILLE PD",6.09265593518199,4
"TX1840500","WILLOW PARK POLICE DEPARTMENT WILLOW PARK",6.09302743570641,4
"NV0029900",NA,6.0930544868916,4
"IL099900X","HOMER GLEN",6.09462872100182,4
"KYKSP1000","SP HARLAN",6.0948371061977,4
"ME0040200","JAY PD",6.1001472701081,4
"TN0930000","WHITE CO SO SPARTA",6.10072474819551,4
"IA0340000","FLOYD CO SO CHARLES CITY",6.10551800921472,4
"TX1070100","ATHENS PD",6.10995066223723,4
"MN0050100",NA,6.11431644357306,4
"OH0020200","DELPHOS",6.11688787780872,3
"AR0660200","GREENWOOD PD",6.11878950080581,4
"MA0052900","SALISBURY PD",6.12146708446033,4
"MT0090100","MILES CITY PD",6.12502070771901,4
"GA1010000","MITCHELL CO SO CAMILLA",6.12520457196089,4
"ME0150000","WASHINGTON CO SO MACHIAS",6.13757998923673,4
"MI2534200","DAVISON PD",6.14401471793891,4
"AR0042000","HIGHFILL POLICE DEPARTMENT",6.14700136915481,4
"MI7307300","SP: SAGINAW COUNTY",6.14702384817297,4
"WA0290200","MOUNT VERNON POLICE DEPARTMENT",6.14890842249982,4
"MO0720000","NEW MADRID",6.14972164601959,4
"MO0190700","RAYMORE",6.15041201343456,4
"MI3703700","SP: ISABELLA COUNTY",6.15416010452382,4
"IA0780000","POTTAWATTAMIE CO SO COUNCIL BLUFFS",6.16187220486665,3
"WA0390100","GRANDVIEW PD",6.163819832318,4
"CA0300600","LA PALMA PD",6.16592928691483,4
"AZ0100900","MARANA POLICE DEPARTMENT",6.16734111874045,4
"MA0145300","WARREN PD",6.16762153355788,4
"MA0090900","BOXBOROUGH PD",6.16783588081049,4
"IN0200200","GOSHEN PD",6.16844314571082,4
"MI1611600","CHEBOYGAN CO SO CHEBOYGAN",6.16982527342133,4
"AL0110800","JACKSONVILLE ST UNIV CAMPUS PD JACKSONVILLE",6.17079314830182,4
"VT0140200","SPRINGFIELD PD",6.17742062977602,4
"TX2500000","WOOD COUNTY SHERIFFS OFFICE",6.18436290626535,4
"AR0560000","POINSETT CO SO HARRISBURG",6.18978785003963,4
"OK0140300","LEXINGTON",6.19093429346832,4
"WA0130100","EPHRATA PD",6.19691579566957,4
"UT0210100","RICHFIELD CITY PD",6.19703756084779,4
"MN0700100","BELLE PLAINE PD",6.19764943066659,4
"NY0050100","AUBURN CITY PD AUBURN",6.19803637967416,4
"MI2642500","GLADWIN PD",6.19846544129974,4
"IL0680200","LITCHFIELD PD",6.20927561287759,4
"WI0520000","RACINE CO SO RACINE",6.21131784494957,4
"KS0020100","GARNETT PD",6.21798602701127,4
"AK0010900","SITKA PD",6.21968749237319,3
"WA0040400","WENATCHEE PD",6.22299978466008,4
"AR0450200","BULL SHOALS PD",6.22421023819654,4
"IL0840900","ROCHESTER PD",6.23169271445147,4
"ID0300000","LEMHI CO SO SALMON",6.23288836721043,4
"CA0199700","UNIV OF CALIFORNIA PD",6.23526305839646,3
"PA004SP00","SP: BEAVER COUNTY",6.23650144984193,4
"CA0193800","LA VERNE PD",6.23700710963827,4
"MI2585200","GRAND BLANC TOWNSHIP POLICE DEPARTMENT",6.23762516961234,4
"ND0180000","GRAND FORKS CO SO GRAND FORKS",6.24465454206042,4
"MN0770000","TODD CO SO LONG PRAIRIE",6.25266572145072,4
"MI1101100","SP: BERRIEN COUNTY",6.25382281012708,4
"IN0290600",NA,6.2609376147234,4
"TX1081500","LA JOYA PD",6.26668879153295,5
"MI7217200","ROSCOMMON CO SO ROSCOMMON",6.27791739648606,4
"UT0210000","SEVIER CO SO RICHFIELD",6.29036031449929,3
"IN0100200","CLARKSVILLE PD",6.29810658910076,4
"CA0301700","SAN CLEMENTE PD",6.30421484468973,4
"AK0013200","NORTH POLE PD",6.30603478484444,4
"OR0300300","PENDLETON",6.30651728420168,4
"KS0850000","SALINE CO SO SALINA",6.31314670554965,4
"MI4004000","SP: KALKASKA COUNTY",6.31752971030624,4
"IL0320400","MORRIS PD",6.32256977997127,4
"TX0310300","HARLINGEN PD",6.32428277204014,5
"UT0061200","SYRACUSE PD LAYTON",6.33507679489666,4
"TX1130000","HOUSTON CO SO CROCKETT",6.33746156609165,4
"TX1760000","NEWTON CO SO NEWTON",6.34886703870998,4
"AR0040700","GRAVETTE PD",6.35137171384049,4
"ID0410000","TETON CO SO DRIGGS",6.35263768538994,4
"MO0190600","PECULIAR",6.37719454305488,4
"NDDI01900","THREE AFFILIATED TRIBES POLICE DEPARTMENT",6.37838321486439,4
"WI0350000","LINCOLN CO SO MERRILL",6.40030350815479,3
"CADIT1600",NA,6.40330352103189,4
"WI0380100","MARINETTE PD",6.41284922457857,4
"CT0013500","STAMFORD PD",6.41875212649342,5
"MO0240000","CLAY",6.42270006804456,4
"AZ0131200","CHINO VALLEY PD",6.42877710254932,4
"OH0350000","HENRY",6.43552642197913,3
"KY0930100","LA GRANGE PD",6.44537228600399,4
"CA0060200","WILLIAMS PD",6.4713193000926,5
"WI0680300","MENOMONEE FALLS PD",6.47265230208112,4
"TX0572000","RICHARDSON PD",6.48311666981276,5
"MT0180200","CUT BANK PD",6.50676700725392,4
"OK0680000","SEQUOYAH",6.51273922592928,4
"WI0100000","CLARK CO SO NEILLSVILLE",6.51284760816372,4
"WA0174000","WOODINVILLE POLICE DEPARTMENT",6.53089783434002,4
"WA0174200","NEWCASTLE POLICE DEPARTMENT",6.53677441639411,4
"TX0790500","SUGAR LAND PD",6.54529892390724,5
"OH0772500","SPRINGFIELD TOWNSHIP",6.54671944910226,4
"MO0920900","LAKE ST. LOUIS",6.55541974744487,4
"MO1050000","STONE",6.5565709711054,4
"NC0230000","CLEVELAND COUNTY SHERIFF",6.58087408813541,5
"MA0144500","SOUTHBRIDGE PD",6.60641334696935,5
"NJ0181400","NORTH PLAINFIELD PD",6.66018051905912,5
"TX0840800","LEAGUE CITY PD",6.66516934912862,5
"TX0790100","MISSOURI CITY PD",6.66751864683787,5
"TX1230700","PORT ARTHUR POLICE DEPT",6.6694361309866,5
"NC0680100","CHAPEL HILL PD",6.67194319613586,5
"NC0620000","MONTGOMERY CO SO TROY",6.70250249234158,4
"RI0020300","WARWICK PD",6.7063332992296,5
"OH0700000","RICHLAND",6.71726148971728,4
"GA0600500","ROSWELL PD",6.71902647595552,5
"MO0952500","ELLISVILLE",6.74267396494501,4
"SC0410000","SALUDA CO SO SALUDA",6.74561761405613,5
"TX0270000","BURNET CO SO BURNET",6.74585725906623,5
"LA0450000","ST CHARLES PARISH SHERIFFS OFFICE",6.75245321840333,5
"CT0008800","NAUGATUCK PD",6.75716032826056,4
"NY0600000","WYOMING CO SHERIFF'S DEPARTMENT WARSAW",6.76248389671352,4
"TX1840000","PARKER CO SO WEATHERFORD",6.76977290601485,5
"WI0690000","WAUPACA CO SO WAUPACA",6.80220656932083,4
"LA0510400","PATTERSON PD",6.81274006654228,5
"CA0479945",NA,6.81547084154264,3
"MDMSP4200",NA,6.8189696483273,5
"TX0840000","GALVESTON CO SO GALVESTON",6.82836541404167,5
"NY0310300","NORTH TONAWANDA CITY PD NORTH TONAWANDA",6.83368270603627,5
"MN0273000","MEDINA PD HAMEL",6.84486205464125,3
"MN0100200","CHASKA PD",6.84762794813501,4
"TX0030100","DIBOLL POLICE DEPT",6.85261191752817,5
"CA0301300","LOS ALAMITOS PD",6.852764586088,4
"TX0200200","ANGLETON PD",6.8554580320388,5
"NMDI02200","POJOAQUE TRIBAL POLICE DEPARTMENT",6.85642924585445,5
"OK0210700","GROVE",6.86420236221332,4
"MN0700900","PRIOR LAKE PD",6.86704704479264,4
"TX2050100","INGLESIDE PD",6.87467024503034,5
"TX2340000","VAN ZANDT CO SO CANTON",6.88004612234583,5
"OH0030100","ASHLAND",6.88823631097253,4
"MA0140200","ATHOL PD",6.89562643982823,5
"IN0290000","HAMILTON CO SO NOBLESVILLE",6.90403882732098,5
"IL0491700","ROUND LAKE BEACH PD ROUND LAKE",6.92050649140231,5
"UT0060800","SUNSET PD CLEARFIELD",6.92393788604545,4
"UT0031000","NORTH PARK PD",6.93199879642693,4
"NC0430100","DUNN PD",6.93304976769858,5
"NC0650000","NEW HANOVER CO SO WILMINGTON",6.93438087747886,5
"NC0190200","PITTSBORO PD",6.93953682801427,5
"IL0560000","MC HENRY CO SO WOODSTOCK",6.94846558366078,4
"NY0040100","OLEAN CITY PD OLEAN",6.96561680677113,4
"GA0200100","KINGSLAND PD",6.96829545270515,5
"OK0720100","BROKEN ARROW",6.96993242785659,5
"TX0701000","WAXAHACHIE PD",6.9750467903351,5
"CO0300200","GOLDEN",6.97723606272577,4
"IA0770000","POLK CO SO DES MOINES",6.99126446854864,5
"OK0090100","EL RENO",6.99264768968668,5
"IL0168C00","BURBANK PD",6.9957133926573,5
"NY0432800","SPRING VALLEY VILLAGE PD SPRING VALLEY",7.00435981211234,5
"MS0540100","BATESVILLE PD",7.00812762786556,5
"SC0330000","MC CORMICK CO SO MC CORMICK",7.00824688762516,5
"VA0940100","ABINGDON PD",7.00858749463432,5
"SC0421100","LYMAN PD",7.01617748764093,5
"IL0450700","GENEVA PD",7.02250625393162,5
"SC0120100","CHESTER PD",7.02664315947965,5
"GA0150200","RICHMOND HILL PD",7.03296423767763,5
"TX2150100","BRECKENRIDGE PD",7.03345714374166,5
"MS0060000","BOLIVAR CO SO CLEVELAND",7.03898698633722,5
"PA030SP00","SP: GREENE COUNTY",7.04305584458307,5
"MS0160000","COVINGTON CO SO COLLINS",7.05301935173889,3
"CO0180100","CASTLE ROCK",7.05349113883258,5
"NH0061600","GOFFSTOWN PD",7.05498990314767,5
"GA0030100","ALMA PD",7.06024199268974,5
"AR0601600","MAUMELLE DEPARTMENT OF PUBLIC SAFETY MAUMELLE",7.0628589812336,5
"TX2200300","BEDFORD PD",7.06495337081378,5
"ID0180100","OROFINO PD",7.06923642937659,3
"MA0142800","MILFORD PD",7.07368675203788,5
"TN0270000","GIBSON CO SO TRENTON",7.08075187216515,5
"MA0112300","STOUGHTON PD",7.08138532144922,5
"WI0710000","WINNEBAGO CO SO OSHKOSH",7.08573980804476,5
"SC0350200","MC COLL PD",7.08599966013956,5
"IL0160200","ARLINGTON HEIGHTS PD",7.08978719203246,5
"OH0760000","STARK",7.09003034476265,5
"TX0810000","FREESTONE CO SO FAIRFIELD",7.09483738220153,5
"TN0120000","CHESTER CO SO HENDERSON",7.09541168803595,5
"VT0130100","BELLOWS FALLS PD",7.09864631088056,5
"CO0620400","EVANS",7.1055363204223,5
"AR0080300","GREEN FOREST PD",7.10652088462156,5
"AR0320100","BATESVILLE POLICE DEPARTMENT",7.11673284867876,5
"IN0450900","HOBART PD",7.12490961505978,5
"WA0050000","CLALLAM CO SO PORT ANGELES",7.12650723026315,4
"OK0090500","MUSTANG",7.12972565829395,5
"VA1090000","FREDERICKSBURG PD",7.13241321551377,5
"KY0180100","MURRAY PD",7.13253461816708,4
"OR0210200","NEWPORT",7.13339462513651,4
"AR0270000","GRANT CO SO SHERIDAN",7.13638652658434,5
"SC0130500","PAGELAND PD",7.13961001137124,5
"MA0093500","PEPPERELL PD",7.14312365499721,5
"AR0350300","REDFIELD PD",7.14338745820451,5
"IA0440000","HENRY CO SO MT PLEASANT",7.14988608162947,5
"MN0420100","MARSHALL PD",7.15218184853264,4
"MI8257200","MELVINDALE PD",7.15650749185064,5
"GA0300000","CLAY CO SO FORT GAINES",7.15797227898867,5
"GA0400100","CORDELE PD",7.16134490572385,5
"FL0550100","ST AUGUSTINE PD",7.1617029603454,5
"TN0440000","JACKSON CO SO GAINESBORO",7.1636359567939,5
"WI0370000","MARATHON CO SO WAUSAU",7.17069116361913,5
"ME0161600","YORK POLICE DEPARTMENT",7.17071384828024,5
"MN0150000","CLEARWATER CO SO BAGLEY",7.17103283672802,3
"KY0070000","BELL CO SO PINEVILLE",7.17511599263182,5
"MA0010900","MASHPEE PD",7.17621568274619,5
"KYKSP1100","SP LONDON",7.18343008090319,5
"OK0111200","CHEROKEE NATION",7.18630100878783,5
"MO0480500","GREENWOOD",7.19056846610753,5
"OK0420100","GUTHRIE",7.19321345432907,5
"TX2202500","CITY OF SANSOM PARK PD FORT WORTH",7.19383228321106,5
"IN0460100","LA PORTE PD",7.19426383090094,5
"NM0010200","UNIVERSITY OF NEW MEXICO PD ALBUQUERQUE",7.19473314232077,4
"AR0590000","PRAIRIE CO SO DES ARC",7.19629261671734,5
"OR0090000","DESCHUTES",7.1963003547392,5
"MN0272600","EDEN PRAIRIE PD",7.20160480092668,5
"TX0670000","EASTLAND CO SO EASTLAND",7.20169654190004,5
"MA0093800","SHIRLEY PD",7.20464435809347,5
"CT0008300","MIDDLETOWN PD",7.204782017892,4
"IL0169500","RIVER GROVE PD",7.21001280983767,4
"ME0100100","BANGOR PD",7.21373685554019,5
"MO0350600","MALDEN",7.21551186786634,5
"TN0670100","LIVINGSTON PD",7.21931040525111,5
"MN0830000","WATONWAN CO SO ST JAMES",7.22184808455328,4
"IA0730200","SHENANDOAH PD",7.22323916965693,5
"MI7385600","BUENA VISTA TWP PD SAGINAW",7.2254851555291,5
"TX1940000","RED RIVER CO SO CLARKSVILLE",7.23957450425535,5
"MN0600200","EAST GRAND FORKS PD",7.24041289867073,4
"MA0120400","CARVER PD",7.24082677337879,5
"CT0015900","WETHERSFIELD PD",7.24292921328156,4
"VA0580000","MECKLENBURG CO SO BOYDTON",7.2443398859944,5
"CA0070500","EL CERRITO PD",7.2464154508303,4
"IN0450100","CEDAR LAKE PD",7.25545012084813,5
"IN0650000","POSEY CO SO MOUNT VERNON",7.25961402326051,5
"AL0240000","CRENSHAW CO SO LUVERNE",7.26616009621934,5
"MA0110200","BELLINGHAM PD",7.26773074535478,5
"TX1290200","KAUFMAN PD",7.27205322523674,5
"TX1300000","KENDALL CO SO BOERNE",7.27593012166561,5
"KY0560400","SHIVELY PD",7.2810268911081,5
"ND0360100","DEVILS LAKE PD",7.28356352688118,5
"MO0957000","SUNSET HILLS",7.2904587847107,5
"IA0300100","SPIRIT LAKE PD",7.29051421288955,5
"IA0040100","CENTERVILLE PD",7.29281084022011,5
"RI0040500","JOHNSTON PD",7.2950583657599,5
"GA0140100","QUITMAN PD",7.29570395766308,5
"TN0090000","CARROLL CO SO HUNTINGDON",7.29636543580211,5
"CT00A5900","GROTON TOWN PD",7.29736982270176,5
"TN0260300","COWAN PD",7.3007151198637,5
"MS0300300","PASCAGOULA PD",7.3049884032409,5
"AL0590400","ALABASTER PD",7.30560536583086,5
"MS0610400","FLOWOOD PD",7.30578508789964,5
"AR0400200","STAR CITY PD",7.30629840811229,5
"LA0530300","PONCHATOULA PD",7.31207673839506,5
"AL0110400","WEAVER PD",7.31237260160362,5
"CA0250000","MODOC CO SO ALTURAS",7.31489144894444,5
"KYKSP1300","SP HAZARD",7.3212181999161,5
"OK0720700","GLENPOOL",7.32541986365752,5
"IA0600000","LYON CO SO ROCK RAPIDS",7.32913828326102,5
"TN0360000","HARDIN CO SO SAVANNAH",7.33119587689526,5
"VA0950100","COLONIAL BEACH PD",7.33230853749408,5
"VA0920100","BLUEFIELD PD",7.33642567179887,5
"KY0630000","LAUREL CO SO LONDON",7.33782574365366,5
"IL0601200","MARYVILLE PD",7.3405277214713,5
"NH0022600","OSSIPEE PD",7.34609760550554,5
"MO0090200","MARBLE HILL",7.34857890761024,5
"WV0230000","LOGAN CO SO LOGAN",7.35599675806945,5
"CT0004500","EAST LYME",7.36303899520474,5
"IL0720900","PEORIA HEIGHTS PD",7.36379825548921,5
"NJ0150700","TOMS RIVER POLICE DEPARTMENT",7.3644182252388,5
"MS0040000","ATTALA CO SO KOSCIUSKO",7.36679255311893,5
"WA0310100","ARLINGTON PD",7.36771519709231,4
"CA030390X","LAGUNA NIGUEL",7.37361656237459,5
"MT0470000","BUTTE-SILVER BOW LAW ENFORCEMENT AGENCY BUTTE",7.37363366014548,5
"OK0720300","SAND SPRINGS",7.37386310048763,5
"MO1110000","WASHINGTON",7.37463133160501,5
"IA0530000","JONES CO SO ANAMOSA",7.37790901415673,5
"PA018SP00","SP: CLINTON COUNTY",7.38278557046559,5
"MS0770100","WAYNESBORO PD",7.38570662387696,5
"AR0030000","BAXTER CO SO MOUNTAIN HOME",7.38821659741164,5
"MI1172600","ST. JOSEPH",7.39286614838586,5
"TN0540300","ETOWAH",7.39780078718603,5
"KYKSP0300","SP BOWLING GREEN",7.39878040432762,5
"KYKSP0700","SP RICHMOND",7.40164008209332,5
"MA0122400","SCITUATE PD",7.40244554199961,5
"MA0145800","WESTMINSTER PD",7.40318441322644,4
"MI5715700","MISSAUKEE CO SO LAKE CITY",7.40567470200695,5
"TX2260000","TOM GREEN CO SO SAN ANGELO",7.40896700496088,5
"PA052SP00","SP: PIKE COUNTY",7.40996012771605,5
"KYKSP1400","SP ASHLAND",7.4135840373042,5
"MO0430000","HICKORY",7.41656017378653,5
"WA0260000","PEND OREILLE CO SO NEWPORT",7.417805197872,5
"RI0040400","EAST PROVIDENCE PD",7.4191570551657,5
"MI0910900","BAY CO SO BAY CITY",7.42095782133333,5
"MO0390100","ASH GROVE",7.4259727325199,5
"MA0120800","HANOVER PD",7.42771585538365,5
"TX2380100","MONAHANS PD",7.43064773912701,5
"PA0021700","MOUNT LEBANON PD PITTSBURGH",7.43554555108433,5
"OH0850300","WOOSTER",7.43556177790204,5
"PA0221500","DERRY TWP PD HERSHEY",7.43715261391235,5
"OR0230000","MALHEUR",7.44125620872437,5
"AZ0110300","COOLIDGE POLICE DEPARTMENT",7.44274064334209,5
"IN0060500","TOWN MARSHAL WHITESTOWN",7.44618992891854,5
"OH0700100","MANSFIELD",7.44705948157772,5
"MS0590100","BOONEVILLE PD",7.44757022696127,5
"MI7576800","STURGIS PD",7.4488010763832,5
"MN0480100","MILACA PD",7.45146004301851,3
"TX0910200","DENISON PD",7.45470940477237,5
"TN0260000","FRANKLIN CO SO WINCHESTER",7.45586157918496,5
"PA029SP00","SP: FULTON COUNTY",7.46187637076615,5
"NC0160200","MOREHEAD CITY PD",7.46606036738064,5
"MI631830X",NA,7.48016843562822,5
"DCMTP0000",NA,7.48144806347581,5
"OH0571200","TROTWOOD",7.48613260595462,5
"TX1810300","PINEHURST PD ORANGE",7.48962140829863,5
"MO0490600","WEBB CITY",7.48969260009635,5
"NJ0021100","ELMWOOD PARK PD",7.49628389768476,5
"IN0730100","SHELBYVILLE PD",7.49642440851454,5
"AR0290000","HEMPSTEAD CO SO HOPE",7.49777367795117,5
"MI7578000","THREE RIVERS PD",7.49973917782721,5
"MO0400100","TRENTON",7.50030873663751,5
"AR0100100","ARKADELPHIA PD",7.50064356034201,5
"GA0280500","WOODSTOCK PD",7.50275505207083,5
"IL0163500","FOREST PARK PD",7.50440096671032,5
"TX1950200","PECOS PD",7.51107520073791,6
"MI0300300","SP: ALLEGAN COUNTY",7.51393082589312,5
"MD0080400","ELKTON PD",7.51416793694725,5
"OH0671200","STREETSBORO",7.51500252708186,5
"AR0580000","POPE CO SO RUSSELLVILLE",7.51804181787603,5
"UT0250100","AMERICAN FORK PD",7.52394265561925,5
"MI3113100","HOUGHTON CO SO HOUGHTON",7.524279383181,5
"AK0015600","WASILLA POLICE DEPARTMENT",7.52540878166216,5
"WV0310100","MORGANTOWN PD",7.53415917475173,5
"MN0820700","COTTAGE GROVE PD",7.53540782601161,5
"MO0330000","DENT",7.54908927508875,5
"IA0060000","BENTON CO SO VINTON",7.55300906495819,5
"NC0440000","HAYWOOD CO SO WAYNESVILLE",7.55594285712371,5
"IA0570000","LINN CO SO CEDAR RAPIDS",7.55936364042102,5
"OK0700100","GUYMON",7.56325317903714,5
"TN0110000","CHEATHAM CO SO ASHLAND CITY",7.56675372670507,5
"UT0060600","KAYSVILLE PD",7.57614060349444,5
"NM0120100","LORDSBURG PD",7.57747157901456,5
"IL0560100","ALGONQUIN PD",7.59039789619143,5
"OK0550100","BETHANY",7.60124378295253,5
"ID0030100","CHUBBUCK PD POCATELLO",7.60364326330436,5
"MDMSP5500",NA,7.60395958817285,5
"IL0640300","METROPOLIS PD",7.60575765061374,5
"ID0380300","PAYETTE PD",7.61144177968248,5
"MI6016000","MONTMORENCY CO SO ATLANTA",7.61650534720092,5
"GA0980000","MARION CO SO BUENA VISTA",7.61700266230813,5
"GA1580000","WILKINSON CO SO IRWINTON",7.61786794620278,5
"MI6906900","SP: OTSEGO COUNTY",7.62116040024897,5
"IN0450600","GRIFFITH PD",7.62438398892587,5
"IL0165M00","TINLEY PARK PD",7.6247905000623,5
"MI2912900","GRATIOT CO SO ITHACA",7.6258212100819,5
"CT0010300","NORWALK PD",7.62917486018088,5
"TN0790200","GERMANTOWN PD",7.6315579961083,5
"TX2202600","WATAUGA PD",7.63432896944331,5
"AR0040600","LOWELL PD",7.63788195646533,5
"CO0070600","LOUISVILLE",7.63831931631994,5
"ND0020100","VALLEY CITY PD",7.63836935753204,5
"AR0380100","WALNUT RIDGE PD",7.65103974872774,5
"NH0031600","JAFFREY PD",7.65140913501277,4
"MN0190300","HASTINGS PD",7.66121365257306,5
